cid,contact,day,month,duration,campaign,pdays,previous,poutcome,y
C12298,,25,jun,322,1,-1,0,,no
C12300,,25,jun,231,1,-1,0,,no
C12302,,25,jun,67,2,-1,0,,no
C12308,,25,jun,375,2,-1,0,,no
C12310,,25,jun,456,3,-1,0,,no
C12316,,26,jun,178,2,-1,0,,no
C12317,,26,jun,465,2,-1,0,,no
C12321,,26,jun,519,3,-1,0,,yes
C12322,,26,jun,271,1,-1,0,,no
C12324,,26,jun,677,3,-1,0,,yes
C12328,,26,jun,318,2,-1,0,,no
C12329,,26,jun,253,1,-1,0,,no
C12334,,26,jun,190,1,-1,0,,no
C12338,,26,jun,150,1,-1,0,,no
C12341,,26,jun,277,1,-1,0,,no
C12348,,26,jun,3183,2,-1,0,,yes
C12349,,26,jun,406,2,-1,0,,no
C12353,,26,jun,48,4,-1,0,,no
C12355,,26,jun,529,4,-1,0,,no
C12357,,26,jun,75,5,-1,0,,no
C12358,,27,jun,422,6,-1,0,,yes
C12361,,27,jun,59,4,-1,0,,no
C12365,,27,jun,207,3,-1,0,,no
C12368,,27,jun,95,1,-1,0,,no
C12369,,27,jun,213,1,-1,0,,no
C12372,,27,jun,111,3,-1,0,,no
C12374,,27,jun,154,6,-1,0,,no
C12378,,27,jun,162,1,-1,0,,no
C12380,,27,jun,79,1,-1,0,,no
C12381,,27,jun,148,5,-1,0,,no
C12385,,27,jun,250,8,-1,0,,no
C12389,,27,jun,216,1,-1,0,,no
C12390,,27,jun,269,1,-1,0,,no
C12396,,27,jun,153,2,-1,0,,no
C12397,,27,jun,151,2,-1,0,,no
C12399,,27,jun,291,2,-1,0,,no
C12405,,27,jun,56,2,-1,0,,no
C12416,,30,jun,93,3,-1,0,,no
C12424,,30,jun,141,4,-1,0,,no
C12428,,30,jun,50,1,-1,0,,no
C12430,,30,jun,780,3,-1,0,,no
C12436,,30,jun,111,2,-1,0,,no
C12437,,30,jun,444,3,-1,0,,no
C12441,,30,jun,252,4,-1,0,,no
C12442,,30,jun,132,4,-1,0,,no
C12444,,1,jul,602,4,-1,0,,no
C12448,,1,jul,479,9,-1,0,,yes
C12453,,1,jul,58,1,-1,0,,no
C12463,,1,jul,117,1,-1,0,,no
C12469,,1,jul,200,1,-1,0,,no
C12470,,1,jul,150,1,-1,0,,no
C12472,,1,jul,122,1,-1,0,,no
C12473,,1,jul,55,1,-1,0,,no
C12475,,1,jul,359,1,-1,0,,no
C12484,,1,jul,156,2,-1,0,,no
C12490,,1,jul,333,1,-1,0,,no
C12492,,1,jul,1135,2,-1,0,,yes
C12493,,1,jul,224,2,-1,0,,no
C12494,,1,jul,307,2,-1,0,,no
C12495,,1,jul,723,2,-1,0,,no
C12496,,1,jul,650,2,-1,0,,yes
C12502,,2,jul,143,4,-1,0,,no
C12505,,2,jul,44,2,-1,0,,no
C12511,,2,jul,203,1,-1,0,,no
C12512,,2,jul,372,1,-1,0,,no
C12513,,2,jul,199,1,-1,0,,no
C12514,,2,jul,60,2,-1,0,,no
C12518,,2,jul,957,3,-1,0,,no
C12526,,3,jul,149,1,-1,0,,no
C12530,,3,jul,24,1,-1,0,,no
C12531,,3,jul,109,1,-1,0,,no
C12532,,3,jul,472,1,-1,0,,no
C12534,,3,jul,452,1,-1,0,,no
C12537,,3,jul,206,1,-1,0,,no
C12542,,3,jul,85,1,-1,0,,no
C12546,,3,jul,412,1,-1,0,,no
C12548,,3,jul,130,1,-1,0,,no
C12552,,3,jul,154,1,-1,0,,no
C12556,,3,jul,251,1,-1,0,,no
C12557,,3,jul,89,1,-1,0,,no
C12560,,3,jul,203,1,-1,0,,no
C12562,,3,jul,88,1,-1,0,,no
C12563,,3,jul,42,1,-1,0,,no
C12565,,3,jul,676,1,-1,0,,yes
C12567,,3,jul,652,1,-1,0,,no
C12568,,3,jul,178,1,-1,0,,no
C12584,,3,jul,746,4,-1,0,,no
C12589,,3,jul,1106,2,-1,0,,no
C12593,,4,jul,257,1,-1,0,,no
C12598,,4,jul,71,1,-1,0,,no
C12599,,4,jul,523,1,-1,0,,no
C12605,,4,jul,64,1,-1,0,,no
C12608,,4,jul,99,1,-1,0,,no
C12609,,4,jul,192,1,-1,0,,no
C12612,,4,jul,208,1,-1,0,,no
C12618,,4,jul,538,1,-1,0,,no
C12619,,4,jul,100,1,-1,0,,no
C12623,,4,jul,133,3,-1,0,,no
C12626,,4,jul,126,4,-1,0,,no
C12627,,4,jul,121,1,-1,0,,no
C12628,,4,jul,101,1,-1,0,,no
C12640,,4,jul,840,2,-1,0,,no
C12645,,4,jul,89,2,-1,0,,no
C12647,,4,jul,203,1,-1,0,,no
C12648,,4,jul,608,1,-1,0,,no
C12650,,4,jul,426,3,-1,0,,no
C12654,,4,jul,327,1,-1,0,,no
C12657,,4,jul,333,1,-1,0,,no
C12658,cellular,4,jul,255,1,-1,0,,no
C12662,cellular,4,jul,436,4,-1,0,,no
C12665,cellular,4,jul,39,2,-1,0,,no
C12667,cellular,4,jul,135,3,-1,0,,no
C12668,cellular,4,jul,53,6,-1,0,,no
C12671,cellular,4,jul,548,2,-1,0,,no
C12675,telephone,4,jul,304,3,-1,0,,no
C12677,cellular,4,jul,64,1,-1,0,,no
C12678,cellular,4,jul,276,1,-1,0,,no
C12682,cellular,7,jul,148,3,-1,0,,no
C12686,cellular,7,jul,494,4,-1,0,,yes
C12687,cellular,7,jul,615,2,-1,0,,yes
C12689,cellular,7,jul,164,5,-1,0,,no
C12691,cellular,7,jul,17,19,-1,0,,no
C12692,cellular,7,jul,316,5,-1,0,,no
C12698,cellular,7,jul,142,3,-1,0,,no
C12701,cellular,7,jul,227,6,-1,0,,no
C12703,cellular,7,jul,134,2,-1,0,,no
C12705,cellular,7,jul,179,2,-1,0,,no
C12706,telephone,7,jul,176,6,-1,0,,no
C12711,cellular,7,jul,196,2,-1,0,,no
C12718,cellular,7,jul,200,1,-1,0,,no
C12719,cellular,7,jul,718,2,-1,0,,yes
C12720,cellular,7,jul,139,2,-1,0,,no
C12731,cellular,7,jul,128,3,-1,0,,no
C12734,cellular,7,jul,87,2,-1,0,,no
C12735,cellular,7,jul,107,3,-1,0,,no
C12737,cellular,7,jul,401,2,-1,0,,no
C12738,cellular,7,jul,64,2,-1,0,,no
C12742,cellular,7,jul,107,3,-1,0,,no
C12744,cellular,7,jul,360,3,-1,0,,no
C12749,cellular,7,jul,62,4,-1,0,,no
C12750,telephone,7,jul,46,2,-1,0,,no
C12762,cellular,7,jul,61,1,-1,0,,no
C12765,cellular,7,jul,385,5,-1,0,,yes
C12768,cellular,7,jul,74,7,-1,0,,no
C12774,telephone,7,jul,69,3,-1,0,,no
C12777,cellular,7,jul,21,2,-1,0,,no
C12779,cellular,7,jul,236,1,-1,0,,no
C12781,telephone,7,jul,274,1,-1,0,,no
C12782,cellular,7,jul,459,1,-1,0,,no
C12783,cellular,7,jul,217,1,-1,0,,no
C12785,cellular,7,jul,173,1,-1,0,,no
C12794,cellular,7,jul,248,3,-1,0,,no
C12795,cellular,7,jul,118,1,-1,0,,no
C12804,cellular,7,jul,174,1,-1,0,,no
C12806,cellular,7,jul,461,1,-1,0,,no
C12809,cellular,7,jul,206,6,-1,0,,no
C12812,cellular,7,jul,262,1,-1,0,,no
C12820,cellular,7,jul,480,1,-1,0,,no
C12829,cellular,7,jul,46,1,-1,0,,no
C12830,cellular,7,jul,254,1,-1,0,,no
C12832,telephone,7,jul,118,2,-1,0,,no
C12835,cellular,7,jul,125,2,-1,0,,no
C12838,telephone,7,jul,107,6,-1,0,,no
C12842,cellular,7,jul,57,1,-1,0,,no
C12853,cellular,7,jul,120,1,-1,0,,no
C12858,cellular,7,jul,112,1,-1,0,,no
C12859,cellular,7,jul,80,1,-1,0,,no
C12860,telephone,7,jul,41,1,-1,0,,no
C12870,cellular,7,jul,61,6,-1,0,,no
C12872,cellular,7,jul,337,4,-1,0,,no
C12876,cellular,7,jul,353,4,-1,0,,no
C12877,cellular,7,jul,500,2,-1,0,,no
C12879,cellular,7,jul,162,2,-1,0,,no
C12882,cellular,7,jul,175,1,-1,0,,no
C12886,cellular,7,jul,354,1,-1,0,,no
C12889,cellular,7,jul,209,1,-1,0,,no
C12891,cellular,7,jul,1165,2,-1,0,,no
C12893,cellular,7,jul,98,1,-1,0,,no
C12895,cellular,7,jul,104,1,-1,0,,no
C12896,cellular,7,jul,88,1,-1,0,,no
C12898,telephone,7,jul,211,2,-1,0,,no
C12907,cellular,7,jul,457,5,-1,0,,no
C12910,cellular,7,jul,299,3,-1,0,,no
C12911,cellular,7,jul,366,2,-1,0,,no
C12918,telephone,7,jul,46,5,-1,0,,no
C12920,cellular,7,jul,97,1,-1,0,,no
C12923,cellular,7,jul,88,3,-1,0,,no
C12924,cellular,7,jul,273,5,-1,0,,no
C12926,cellular,7,jul,87,1,-1,0,,no
C12927,telephone,7,jul,339,2,-1,0,,no
C12928,cellular,7,jul,98,1,-1,0,,no
C12929,cellular,7,jul,124,1,-1,0,,no
C12930,cellular,7,jul,244,4,-1,0,,no
C12932,cellular,7,jul,280,1,-1,0,,no
C12933,cellular,7,jul,116,3,-1,0,,no
C12934,cellular,7,jul,164,2,-1,0,,no
C12939,cellular,7,jul,95,3,-1,0,,no
C12942,cellular,7,jul,15,11,-1,0,,no
C12945,cellular,7,jul,210,2,-1,0,,no
C12948,cellular,7,jul,75,3,-1,0,,no
C12951,cellular,7,jul,51,2,-1,0,,no
C12952,cellular,7,jul,199,7,-1,0,,no
C12953,cellular,7,jul,576,2,-1,0,,no
C12966,cellular,7,jul,264,5,-1,0,,no
C12971,cellular,7,jul,422,1,-1,0,,no
C12972,cellular,7,jul,447,3,-1,0,,no
C12978,telephone,7,jul,238,8,-1,0,,no
C12979,cellular,7,jul,261,5,-1,0,,no
C12987,cellular,7,jul,756,3,-1,0,,no
C12988,telephone,7,jul,122,2,-1,0,,no
C12994,cellular,7,jul,95,2,-1,0,,no
C12998,cellular,7,jul,422,2,-1,0,,no
C12999,cellular,7,jul,719,2,-1,0,,yes
C13008,cellular,7,jul,252,1,-1,0,,no
C13012,cellular,7,jul,625,1,-1,0,,no
C13013,cellular,7,jul,53,1,-1,0,,no
C13014,cellular,7,jul,279,11,-1,0,,no
C13015,cellular,7,jul,136,1,-1,0,,no
C13019,telephone,7,jul,9,17,-1,0,,no
C13022,cellular,7,jul,15,11,-1,0,,no
C13023,cellular,7,jul,192,1,-1,0,,no
C13026,cellular,7,jul,214,1,-1,0,,no
C13030,cellular,8,jul,164,1,-1,0,,no
C13036,cellular,8,jul,47,7,-1,0,,no
C13041,telephone,8,jul,54,3,-1,0,,no
C13045,cellular,8,jul,226,1,-1,0,,no
C13046,cellular,8,jul,183,1,-1,0,,no
C13053,cellular,8,jul,159,1,-1,0,,no
C13061,cellular,8,jul,175,1,-1,0,,no
C13063,cellular,8,jul,186,1,-1,0,,no
C13065,cellular,8,jul,143,1,-1,0,,no
C13066,cellular,8,jul,201,1,-1,0,,no
C13067,cellular,8,jul,740,1,-1,0,,yes
C13069,cellular,8,jul,320,1,-1,0,,no
C13071,cellular,8,jul,59,1,-1,0,,no
C13072,telephone,8,jul,208,5,-1,0,,no
C13083,cellular,8,jul,119,2,-1,0,,no
C13088,cellular,8,jul,524,1,-1,0,,no
C13089,telephone,8,jul,377,1,-1,0,,no
C13090,cellular,8,jul,286,1,-1,0,,no
C13091,cellular,8,jul,304,1,-1,0,,no
C13092,cellular,8,jul,106,1,-1,0,,no
C13099,cellular,8,jul,99,1,-1,0,,no
C13101,cellular,8,jul,136,1,-1,0,,no
C13102,cellular,8,jul,225,1,-1,0,,no
C13103,cellular,8,jul,367,1,-1,0,,no
C13106,cellular,8,jul,217,1,-1,0,,no
C13109,cellular,8,jul,124,1,-1,0,,no
C13112,cellular,8,jul,460,3,-1,0,,yes
C13113,cellular,8,jul,113,1,-1,0,,no
C13114,cellular,8,jul,166,1,-1,0,,no
C13115,cellular,8,jul,1046,2,-1,0,,no
C13117,cellular,8,jul,239,1,-1,0,,no
C13122,cellular,8,jul,130,1,-1,0,,no
C13123,cellular,8,jul,96,2,-1,0,,no
C13124,cellular,8,jul,272,1,-1,0,,no
C13125,cellular,8,jul,71,1,-1,0,,no
C13128,cellular,8,jul,106,1,-1,0,,no
C13133,cellular,8,jul,154,1,-1,0,,no
C13134,cellular,8,jul,114,1,-1,0,,no
C13143,cellular,8,jul,362,1,-1,0,,no
C13152,cellular,8,jul,165,1,-1,0,,no
C13154,telephone,8,jul,186,2,-1,0,,no
C13157,cellular,8,jul,145,2,-1,0,,no
C13159,cellular,8,jul,188,1,-1,0,,no
C13160,cellular,8,jul,199,1,-1,0,,no
C13162,cellular,8,jul,167,2,-1,0,,no
C13164,cellular,8,jul,148,2,-1,0,,no
C13176,cellular,8,jul,206,1,-1,0,,no
C13177,cellular,8,jul,143,2,-1,0,,no
C13178,cellular,8,jul,730,1,-1,0,,yes
C13180,cellular,8,jul,125,2,-1,0,,no
C13182,cellular,8,jul,154,1,-1,0,,no
C13188,cellular,8,jul,86,2,-1,0,,no
C13191,cellular,8,jul,338,3,-1,0,,no
C13192,cellular,8,jul,175,1,-1,0,,no
C13196,cellular,8,jul,97,6,-1,0,,no
C13203,cellular,8,jul,217,1,-1,0,,no
C13205,cellular,8,jul,604,1,-1,0,,no
C13206,cellular,8,jul,159,2,-1,0,,no
C13209,cellular,8,jul,285,1,-1,0,,no
C13210,cellular,8,jul,231,1,-1,0,,no
C13213,cellular,8,jul,221,1,-1,0,,no
C13219,cellular,8,jul,185,1,-1,0,,no
C13220,cellular,8,jul,297,1,-1,0,,no
C13227,cellular,8,jul,306,2,-1,0,,no
C13232,cellular,8,jul,107,2,-1,0,,no
C13233,cellular,8,jul,210,2,-1,0,,no
C13236,cellular,8,jul,305,2,-1,0,,no
C13237,cellular,8,jul,312,2,-1,0,,no
C13240,cellular,8,jul,360,4,-1,0,,no
C13242,cellular,8,jul,216,1,-1,0,,no
C13243,cellular,8,jul,76,2,-1,0,,no
C13248,cellular,8,jul,141,2,-1,0,,no
C13256,cellular,8,jul,158,1,-1,0,,no
C13258,cellular,8,jul,144,1,-1,0,,no
C13261,cellular,8,jul,635,1,-1,0,,yes
C13273,cellular,8,jul,819,3,-1,0,,yes
C13278,telephone,8,jul,336,4,-1,0,,no
C13279,cellular,8,jul,171,2,-1,0,,no
C13284,telephone,8,jul,346,2,-1,0,,no
C13286,cellular,8,jul,426,3,-1,0,,no
C13288,telephone,8,jul,107,3,-1,0,,no
C13292,telephone,8,jul,71,1,-1,0,,no
C13293,cellular,8,jul,554,1,-1,0,,no
C13296,cellular,8,jul,228,2,-1,0,,no
C13303,cellular,8,jul,1061,4,-1,0,,yes
C13307,cellular,8,jul,378,1,-1,0,,no
C13310,cellular,8,jul,392,2,-1,0,,no
C13312,cellular,8,jul,21,35,-1,0,,no
C13318,cellular,8,jul,687,2,-1,0,,yes
C13328,cellular,8,jul,90,2,-1,0,,no
C13329,telephone,8,jul,17,4,-1,0,,no
C13338,cellular,8,jul,249,2,-1,0,,no
C13340,cellular,8,jul,256,2,-1,0,,no
C13343,cellular,8,jul,241,3,-1,0,,no
C13347,telephone,8,jul,127,3,-1,0,,no
C13351,cellular,8,jul,199,1,-1,0,,no
C13352,telephone,8,jul,104,3,-1,0,,no
C13357,cellular,8,jul,75,1,-1,0,,no
C13361,cellular,8,jul,173,1,-1,0,,no
C13368,telephone,8,jul,280,5,-1,0,,no
C13373,cellular,9,jul,183,1,-1,0,,no
C13375,cellular,9,jul,254,1,-1,0,,no
C13376,cellular,9,jul,394,1,-1,0,,no
C13377,cellular,9,jul,139,1,-1,0,,no
C13380,cellular,9,jul,129,2,-1,0,,no
C13382,telephone,9,jul,250,1,-1,0,,no
C13385,cellular,9,jul,1272,1,-1,0,,no
C13387,cellular,9,jul,95,1,-1,0,,no
C13390,cellular,9,jul,98,1,-1,0,,no
C13392,cellular,9,jul,259,3,-1,0,,no
C13396,cellular,9,jul,537,1,-1,0,,yes
C13404,cellular,9,jul,296,1,-1,0,,no
C13412,cellular,9,jul,126,1,-1,0,,no
C13414,cellular,9,jul,99,2,-1,0,,no
C13417,cellular,9,jul,420,1,-1,0,,no
C13421,cellular,9,jul,55,1,-1,0,,no
C13422,cellular,9,jul,45,1,-1,0,,no
C13423,cellular,9,jul,175,1,-1,0,,no
C13432,cellular,9,jul,295,1,-1,0,,no
C13436,cellular,9,jul,85,1,-1,0,,no
C13437,telephone,9,jul,42,1,-1,0,,no
C13439,cellular,9,jul,206,1,-1,0,,no
C13441,cellular,9,jul,113,2,-1,0,,no
C13442,cellular,9,jul,275,1,-1,0,,no
C13447,cellular,9,jul,205,1,-1,0,,no
C13448,cellular,9,jul,128,1,-1,0,,no
C13461,cellular,9,jul,44,1,-1,0,,no
C13462,cellular,9,jul,145,1,-1,0,,no
C13464,cellular,9,jul,160,2,-1,0,,no
C13472,cellular,9,jul,113,1,-1,0,,no
C13481,cellular,9,jul,727,3,-1,0,,yes
C13489,telephone,9,jul,196,1,-1,0,,no
C13492,cellular,9,jul,389,5,-1,0,,no
C13493,cellular,9,jul,310,1,-1,0,,no
C13495,cellular,9,jul,611,2,-1,0,,no
C13502,cellular,9,jul,427,1,-1,0,,no
C13504,cellular,9,jul,92,1,-1,0,,no
C13510,cellular,9,jul,337,1,-1,0,,no
C13511,cellular,9,jul,236,1,-1,0,,no
C13513,telephone,9,jul,36,2,-1,0,,no
C13526,cellular,9,jul,81,1,-1,0,,no
C13530,cellular,9,jul,171,1,-1,0,,no
C13531,cellular,9,jul,71,6,-1,0,,no
C13535,cellular,9,jul,128,2,-1,0,,no
C13540,cellular,9,jul,78,1,-1,0,,no
C13545,cellular,9,jul,98,1,-1,0,,no
C13549,cellular,9,jul,100,5,-1,0,,no
C13552,cellular,9,jul,167,1,-1,0,,no
C13567,cellular,9,jul,279,1,-1,0,,no
C13568,cellular,9,jul,143,1,-1,0,,no
C13569,cellular,9,jul,100,4,-1,0,,no
C13570,cellular,9,jul,178,2,-1,0,,no
C13576,cellular,9,jul,225,2,-1,0,,no
C13578,telephone,9,jul,224,1,-1,0,,no
C13579,cellular,9,jul,224,1,-1,0,,no
C13581,telephone,9,jul,672,6,-1,0,,no
C13584,cellular,9,jul,160,1,-1,0,,no
C13585,cellular,9,jul,173,1,-1,0,,no
C13586,cellular,9,jul,94,1,-1,0,,no
C13587,cellular,9,jul,176,1,-1,0,,no
C13596,cellular,9,jul,364,1,-1,0,,no
C13598,cellular,9,jul,290,2,-1,0,,no
C13600,cellular,9,jul,77,1,-1,0,,no
C13601,cellular,9,jul,140,3,-1,0,,no
C13604,cellular,9,jul,458,1,-1,0,,no
C13605,cellular,9,jul,384,1,-1,0,,no
C13611,telephone,9,jul,49,1,-1,0,,no
C13612,cellular,9,jul,181,1,-1,0,,no
C13616,cellular,9,jul,219,1,-1,0,,no
C13620,cellular,9,jul,397,6,-1,0,,no
C13621,cellular,9,jul,431,1,-1,0,,no
C13628,cellular,9,jul,240,2,-1,0,,no
C13631,telephone,9,jul,271,1,-1,0,,no
C13637,cellular,9,jul,411,1,-1,0,,no
C13639,cellular,9,jul,359,5,-1,0,,yes
C13640,cellular,9,jul,530,2,-1,0,,no
C13642,cellular,9,jul,328,3,-1,0,,no
C13643,telephone,9,jul,446,1,-1,0,,no
C13644,cellular,9,jul,211,11,-1,0,,no
C13646,cellular,9,jul,263,2,-1,0,,no
C13647,cellular,9,jul,226,2,-1,0,,no
C13648,cellular,9,jul,231,2,-1,0,,no
C13649,cellular,9,jul,364,1,-1,0,,no
C13657,telephone,9,jul,246,3,-1,0,,no
C13660,cellular,9,jul,1014,1,-1,0,,yes
C13665,telephone,9,jul,17,1,-1,0,,no
C13667,cellular,9,jul,1290,4,-1,0,,yes
C13672,cellular,9,jul,128,2,-1,0,,no
C13675,,9,jul,300,1,-1,0,,no
C13678,cellular,9,jul,115,2,-1,0,,no
C13684,telephone,9,jul,56,1,-1,0,,no
C13685,cellular,9,jul,799,6,-1,0,,no
C13688,,9,jul,120,3,-1,0,,no
C13691,cellular,9,jul,919,2,-1,0,,yes
C13692,cellular,9,jul,227,1,-1,0,,no
C13696,cellular,9,jul,185,1,-1,0,,no
C13697,cellular,9,jul,630,4,-1,0,,no
C13698,,9,jul,139,1,-1,0,,no
C13702,cellular,9,jul,1426,3,-1,0,,yes
C13704,cellular,10,jul,307,1,-1,0,,no
C13705,telephone,10,jul,37,1,-1,0,,no
C13706,cellular,10,jul,75,1,-1,0,,no
C13720,cellular,10,jul,241,4,-1,0,,no
C13723,cellular,10,jul,235,1,-1,0,,no
C13725,cellular,10,jul,266,1,-1,0,,no
C13726,cellular,10,jul,121,3,-1,0,,no
C13727,cellular,10,jul,162,6,-1,0,,no
C13730,cellular,10,jul,108,2,-1,0,,no
C13731,cellular,10,jul,93,1,-1,0,,no
C13736,cellular,10,jul,156,1,-1,0,,no
C13740,cellular,10,jul,371,1,-1,0,,no
C13741,cellular,10,jul,226,1,-1,0,,no
C13745,cellular,10,jul,168,1,-1,0,,no
C13748,cellular,10,jul,217,1,-1,0,,no
C13752,cellular,10,jul,41,1,-1,0,,no
C13758,cellular,10,jul,272,1,-1,0,,no
C13762,cellular,10,jul,624,1,-1,0,,no
C13763,cellular,10,jul,128,6,-1,0,,no
C13765,cellular,10,jul,51,1,-1,0,,no
C13769,cellular,10,jul,497,1,-1,0,,no
C13775,cellular,10,jul,190,1,-1,0,,no
C13777,cellular,10,jul,356,1,-1,0,,no
C13778,cellular,10,jul,783,1,-1,0,,no
C13781,cellular,10,jul,441,1,-1,0,,no
C13782,cellular,10,jul,370,1,-1,0,,no
C13783,cellular,10,jul,489,1,-1,0,,no
C13785,cellular,10,jul,277,1,-1,0,,no
C13799,cellular,10,jul,174,1,-1,0,,no
C13802,cellular,10,jul,961,1,-1,0,,yes
C13803,cellular,10,jul,347,1,-1,0,,no
C13806,cellular,10,jul,329,1,-1,0,,no
C13814,cellular,10,jul,45,1,-1,0,,no
C13815,cellular,10,jul,224,1,-1,0,,no
C13817,cellular,10,jul,117,1,-1,0,,no
C13819,cellular,10,jul,96,1,-1,0,,no
C13820,cellular,10,jul,48,2,-1,0,,no
C13822,cellular,10,jul,369,6,-1,0,,no
C13827,telephone,10,jul,532,2,-1,0,,no
C13836,cellular,10,jul,210,1,-1,0,,no
C13837,cellular,10,jul,120,1,-1,0,,no
C13838,cellular,10,jul,122,1,-1,0,,no
C13843,cellular,10,jul,212,1,-1,0,,no
C13845,cellular,10,jul,154,1,-1,0,,no
C13848,telephone,10,jul,123,1,-1,0,,no
C13850,cellular,10,jul,478,1,-1,0,,no
C13859,cellular,10,jul,506,3,-1,0,,no
C13866,cellular,10,jul,123,1,-1,0,,no
C13872,cellular,10,jul,307,1,-1,0,,no
C13874,cellular,10,jul,446,1,-1,0,,no
C13879,cellular,10,jul,226,1,-1,0,,no
C13881,cellular,10,jul,358,1,-1,0,,no
C13888,cellular,10,jul,323,1,-1,0,,no
C13890,cellular,10,jul,428,1,-1,0,,no
C13894,cellular,10,jul,328,1,-1,0,,no
C13895,cellular,10,jul,361,2,-1,0,,no
C13900,telephone,10,jul,144,2,-1,0,,no
C13902,telephone,10,jul,123,1,-1,0,,no
C13906,cellular,10,jul,161,5,-1,0,,no
C13907,telephone,10,jul,245,1,-1,0,,no
C13915,cellular,10,jul,634,1,-1,0,,yes
C13916,cellular,10,jul,144,1,-1,0,,no
C13920,cellular,10,jul,270,1,-1,0,,no
C13922,cellular,10,jul,269,1,-1,0,,no
C13925,cellular,10,jul,121,1,-1,0,,no
C13928,cellular,10,jul,476,4,-1,0,,yes
C13929,telephone,10,jul,136,1,-1,0,,no
C13931,telephone,10,jul,96,1,-1,0,,no
C13938,cellular,10,jul,57,3,-1,0,,no
C13947,cellular,10,jul,82,5,-1,0,,no
C13948,cellular,10,jul,108,1,-1,0,,no
C13960,cellular,10,jul,363,2,-1,0,,no
C13962,cellular,10,jul,192,1,-1,0,,no
C13969,telephone,10,jul,156,7,-1,0,,no
C13972,cellular,10,jul,164,5,-1,0,,no
C13979,cellular,10,jul,377,3,-1,0,,no
C13983,telephone,10,jul,180,3,-1,0,,no
C13994,cellular,10,jul,487,1,-1,0,,yes
C13997,cellular,10,jul,113,6,-1,0,,no
C13998,cellular,10,jul,109,5,-1,0,,no
C14000,cellular,10,jul,184,3,-1,0,,no
C14003,cellular,10,jul,144,5,-1,0,,no
C14005,telephone,10,jul,150,10,-1,0,,no
C14007,telephone,10,jul,465,7,-1,0,,no
C14015,cellular,10,jul,258,1,-1,0,,no
C14020,cellular,11,jul,58,1,-1,0,,no
C14022,cellular,11,jul,122,2,-1,0,,no
C14023,cellular,11,jul,166,1,-1,0,,no
C14024,cellular,11,jul,89,1,-1,0,,no
C14028,cellular,11,jul,508,1,-1,0,,no
C14037,cellular,11,jul,104,1,-1,0,,no
C14038,cellular,11,jul,170,1,-1,0,,no
C14039,cellular,11,jul,90,1,-1,0,,no
C14044,cellular,11,jul,467,1,-1,0,,no
C14046,telephone,11,jul,57,1,-1,0,,no
C14047,cellular,11,jul,484,1,-1,0,,no
C14048,cellular,11,jul,378,1,-1,0,,no
C14049,cellular,11,jul,772,1,-1,0,,no
C14050,cellular,11,jul,230,1,-1,0,,no
C14058,cellular,11,jul,43,1,-1,0,,no
C14063,cellular,11,jul,102,2,-1,0,,no
C14065,cellular,11,jul,269,2,-1,0,,no
C14069,cellular,11,jul,211,2,-1,0,,no
C14072,cellular,11,jul,439,2,-1,0,,no
C14073,cellular,11,jul,86,2,-1,0,,no
C14074,cellular,11,jul,165,2,-1,0,,no
C14078,cellular,11,jul,891,2,-1,0,,no
C14081,cellular,11,jul,132,2,-1,0,,no
C14084,cellular,11,jul,141,2,-1,0,,no
C14093,telephone,11,jul,87,2,-1,0,,no
C14095,cellular,11,jul,98,2,-1,0,,no
C14098,cellular,11,jul,223,2,-1,0,,no
C14099,cellular,11,jul,67,2,-1,0,,no
C14100,cellular,11,jul,59,2,-1,0,,no
C14103,cellular,11,jul,249,2,-1,0,,no
C14106,telephone,11,jul,52,4,-1,0,,no
C14111,cellular,11,jul,173,2,-1,0,,no
C14112,cellular,11,jul,261,2,-1,0,,no
C14113,cellular,11,jul,87,2,-1,0,,no
C14114,cellular,11,jul,42,2,-1,0,,no
C14121,cellular,11,jul,83,2,-1,0,,no
C14122,cellular,11,jul,289,2,-1,0,,no
C14125,cellular,11,jul,487,3,-1,0,,no
C14134,cellular,11,jul,118,2,-1,0,,no
C14135,cellular,11,jul,47,2,-1,0,,no
C14138,cellular,11,jul,123,2,-1,0,,no
C14145,cellular,11,jul,502,2,-1,0,,no
C14154,cellular,11,jul,963,2,-1,0,,yes
C14157,cellular,11,jul,117,2,-1,0,,no
C14159,cellular,11,jul,232,2,-1,0,,no
C14161,cellular,11,jul,1041,2,-1,0,,yes
C14164,cellular,11,jul,120,10,-1,0,,no
C14174,cellular,11,jul,255,3,-1,0,,no
C14176,cellular,11,jul,666,2,-1,0,,no
C14181,cellular,11,jul,189,2,-1,0,,no
C14197,cellular,11,jul,94,2,-1,0,,no
C14198,cellular,11,jul,271,2,-1,0,,no
C14199,cellular,11,jul,396,3,-1,0,,no
C14205,cellular,11,jul,165,2,-1,0,,no
C14207,telephone,11,jul,437,7,-1,0,,no
C14221,cellular,11,jul,96,2,-1,0,,no
C14224,cellular,11,jul,1187,3,-1,0,,no
C14225,cellular,14,jul,135,2,-1,0,,no
C14227,cellular,14,jul,324,2,-1,0,,no
C14233,cellular,14,jul,330,2,-1,0,,no
C14238,cellular,14,jul,332,2,-1,0,,no
C14245,cellular,14,jul,68,3,-1,0,,no
C14247,cellular,14,jul,179,2,-1,0,,no
C14248,cellular,14,jul,349,2,-1,0,,no
