발생년,발생년월일시,발생분,주야,요일,사망자수,사상자수,중상자수,경상자수,부상신고자수,발생지시도,발생지시군구,사고유형_대분류,사고유형_중분류,사고유형,법규위반_대분류,법규위반,도로형태_대분류,도로형태,당사자종별_1당_대분류,당사자종별_1당,당사자종별_2당_대분류,당사자종별_2당,발생위치X_UTMK,발생위치Y_UTMK,경도,위도
2013,2013021920,30,야간,화,1,1,0,0,0,경기,고양시,차대차,측면직각충돌,측면직각충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,경형,승합차,대형,937648,1960191,126.7932732,37.63907774
2013,2013012020,44,야간,일,1,1,0,0,0,경기,구리시,차대사람,보도통행중,보도통행중,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,대형,보행자,보행자,966094,1959552,127.1157137,37.63480908
2013,2013011921,40,야간,토,1,1,0,0,0,경기,남양주시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,967794,1964352,127.1248455,37.70304255
2013,2013012922,16,야간,화,1,1,0,0,0,부산,사상구,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,횡단보도부근,승용차,중형,보행자,보행자,1135539,1687645,128.988543,35.17491413
2013,2013012819,10,야간,월,1,1,0,0,0,전남,목포시,차대사람,횡단중,횡단중,운전자법규위반,과속,단일로,기타단일로,화물차,중형,보행자,보행자,899463,1645707,126.400923,34.80096896
2013,2013012418,40,야간,목,1,3,1,1,0,인천,서구,차대차,추돌,주정차중 추돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승합차,소형,승합차,소형,923888,1955710,126.6377921,37.59765563
2013,2013020514,30,주간,화,1,1,0,0,0,세종,세종,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,화물차,소형,원동기장치자전거,원동기장치자전거,979933,1839773,127.2757661,36.5555022
2013,2013071821,50,야간,목,1,1,0,0,0,충북,청원군,차대차,추돌,주정차중 추돌,운전자법규위반,안전거리 미확보,단일로,기타단일로,화물차,대형,승용차,중형,990299,1846474,127.3770702,36.64253836
2012,2012121017,55,주간,월,1,1,0,0,0,광주,북구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,947244,1685616,126.9220451,35.16431418
2012,2012122004,40,야간,목,1,1,0,0,0,대전,서구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,횡단보도부근,화물차,소형,보행자,보행자,989278,1812892,127.3805612,36.31331342
2012,2012122004,40,야간,목,1,1,0,0,0,경기,파주시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,0,0,932130,1967889,126.7300179,37.70806542
2012,2012122112,40,주간,금,1,2,1,0,0,서울,금천구,차대사람,횡단중,횡단중,운전자법규위반,신호위반,단일로,횡단보도상,화물차,소형,보행자,보행자,947226,1938085,126.9034184,37.44043418
2012,2012122108,0,주간,금,1,1,0,0,0,전북,군산시,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,승용차,중형,936761,1776215,126.7986282,35.98053628
2012,2012122623,0,야간,수,1,1,0,0,0,경기,고양시,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,0,0,937914,1957959,126.7964776,37.61897922
2012,2012122301,43,야간,일,1,1,0,0,0,전북,김제시,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,화물차,대형,946629,1764282,126.9087735,35.87366005
2012,2012120418,15,야간,화,1,1,0,0,0,전북,익산시,차대사람,기타,기타,운전자법규위반,과속,단일로,기타단일로,승용차,중형,보행자,보행자,962849,1782544,127.0875933,36.03905607
2012,2012120504,14,야간,수,1,1,0,0,0,전북,김제시,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,대형,보행자,보행자,951085,1751383,126.9589232,35.75759781
2013,2013010116,10,주간,화,1,1,0,0,0,경기,여주시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,소형,0,0,1006011,1915647,127.5616517,37.21562907
2013,2013013113,29,주간,목,1,8,1,6,0,경기,화성시,차대차,추돌,주정차중 추돌,운전자법규위반,안전운전 의무 불이행,기타/불명,기타/불명,화물차,대형,화물차,소형,945048,1915444,126.8732291,37.2205717
2013,2013010308,35,주간,목,1,7,0,0,6,경기,안양시,차대차,추돌,주정차중 추돌,운전자법규위반,안전운전 의무 불이행,기타/불명,기타/불명,화물차,소형,화물차,소형,945340,1934216,126.8823858,37.40545235
2013,2013011513,55,주간,화,1,2,0,1,0,경기,용인시,차대차,기타,기타,운전자법규위반,안전거리 미확보,단일로,기타단일로,화물차,경형,화물차,소형,965148,1914936,127.1006214,37.2214475
2013,2013020910,15,주간,토,1,1,0,0,0,경북,칠곡군,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,소형,0,0,1080786,1778598,128.3963271,36.00083963
2013,2013020610,17,주간,수,1,1,0,0,0,제주,제주시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,대형,보행자,보행자,885603,1486067,126.2704189,33.36008323
2013,2013020700,25,야간,목,1,1,0,0,0,경남,창원시(통합),차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,0,0,1106936,1697182,128.6765018,35.26499483
2013,2013020806,32,주간,금,1,2,1,0,0,경기,수원시,차대차,추돌,주정차중 추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,소형,승용차,중형,954335,1919507,126.9791011,37.27647907
2013,2013020809,45,주간,금,1,1,0,0,0,경기,구리시,차대차,기타,기타,운전자법규위반,신호위반,교차로,교차로내,이륜차,소형,승용차,경형,966500,1960388,127.120462,37.64251937
2013,2013021807,20,주간,월,1,1,0,0,0,경기,시흥시,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,0,0,930331,1925237,126.7311622,37.34211915
2013,2013021411,55,주간,목,1,2,1,0,0,강원,강릉시,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반,단일로,횡단보도상,화물차,소형,보행자,보행자,1124860,1974194,128.9174873,37.75893348
2013,2013021516,8,주간,금,1,1,0,0,0,대구,서구,차량단독,기타,기타,운전자법규위반,기타(운전자법규위반),단일로,기타단일로,승합차,대형,0,0,1097402,1764313,128.5789312,35.87054911
2013,2013021319,15,야간,수,1,1,0,0,0,제주,서귀포시,차대사람,기타,기타,운전자법규위반,신호위반,교차로,교차로내,승용차,중형,보행자,보행자,926287,1477011,126.7083979,33.2819673
2013,2013011007,15,주간,목,1,1,0,0,0,전남,순천시,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,화물차,대형,991243,1668553,127.4040207,35.01190975
2013,2013022110,5,주간,목,1,5,2,2,0,세종,세종,차대차,추돌,진행중 추돌,운전자법규위반,안전거리 미확보,단일로,기타단일로,승용차,대형,승용차,대형,977552,1829895,127.2494476,36.46639818
2013,2013100723,55,야간,월,1,2,1,0,0,강원,원주시,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,화물차,중형,1028360,1922630,127.8200078,37.30219792
2013,2013092312,37,주간,월,1,1,0,0,0,경기,고양시,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,중형,승용차,중형,938715,1960534,126.8053374,37.64224095
2012,2012022916,57,주간,수,1,1,0,0,0,충남,부여군,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,자전거,자전거,933000,1801197,126.7546765,36.20561544
2012,2012022704,30,야간,월,1,2,0,1,0,경기,수원시,차대차,측면직각충돌,측면직각충돌,운전자법규위반,신호위반,교차로,교차로부근,승용차,중형,승합차,대형,953752,1916400,126.9795403,37.24275149
2012,2012022800,45,야간,화,1,1,0,0,0,경남,김해시,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,교량위,원동기장치자전거,원동기장치자전거,0,0,1119984,1687162,128.812308,35.2018453
2012,2012022803,0,야간,화,1,1,0,0,0,경기,의정부시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,0,0,964303,1970868,127.0948608,37.7367341
2012,2012030302,15,야간,토,1,2,0,0,1,경기,고양시,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,승용차,중형,937949,1964504,126.7963178,37.67797009
2012,2012030213,30,주간,금,1,2,1,0,0,경남,창녕군,차대차,측면직각충돌,측면직각충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,화물차,소형,건설기계,건설기계,1091167,1729306,128.5059685,35.5547322
2012,2012030211,25,주간,금,1,1,0,0,0,충남,당진시,차대사람,차도통행중,차도통행중,운전자법규위반,과속,단일로,기타단일로,화물차,대형,보행자,보행자,922145,1878030,126.6261719,36.89738057
2012,2012011815,0,주간,수,1,7,3,3,0,광주,동구,차대차,추돌,진행중 추돌,운전자법규위반,과속,단일로,교량위,승용차,소형,승용차,중형,947395,1682776,126.9225436,35.13882532
2012,2012011715,40,주간,화,1,1,0,0,0,경남,사천시,차대차,측면직각충돌,측면직각충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,이륜차,중형,1051308,1664676,128.0619822,34.9760924
2012,2012011502,50,야간,일,1,1,0,0,0,경기,화성시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,횡단보도상,승용차,대형,보행자,보행자,958572,1912472,127.0335894,37.21018377
2012,2012011515,20,주간,일,1,1,0,0,0,부산,강서구,차량단독,기타,기타,운전자법규위반,기타(운전자법규위반),단일로,기타단일로,화물차,소형,0,0,1126670,1681610,128.8901544,35.12171419
2012,2012011517,50,주간,일,1,1,0,0,0,경북,고령군,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,0,0,1067369,1753018,128.2453312,35.77124686
2012,2012011516,50,주간,일,1,5,4,0,0,경북,포항시,차대차,측면직각충돌,측면직각충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,승용차,중형,화물차,중형,1171711,1773889,129.4038065,35.9466302
2012,2012011515,50,주간,일,1,1,0,0,0,전남,완도군,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,농기계,농기계,0,0,935670,1600700,126.8001194,34.39805579
2012,2012012118,5,야간,토,1,1,0,0,0,경북,칠곡군,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,대형,보행자,보행자,1094732,1779580,128.5511809,36.00843569
2012,2012012106,55,주간,토,1,1,0,0,0,부산,동구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,대형,보행자,보행자,1140917,1682346,129.0465871,35.12645463
2012,2012011923,15,야간,목,1,1,0,0,0,경북,영천시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,소형,0,0,1129071,1763869,128.9295739,35.86288498
2012,2012011917,5,주간,목,1,1,0,0,0,광주,북구,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,건설기계,건설기계,보행자,보행자,948349,1686541,126.9327799,35.1728229
2012,2012011906,30,주간,목,1,1,0,0,0,경기,남양주시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,대형,0,0,970036,1961256,127.1603211,37.65030478
2012,2012012800,30,야간,토,1,1,0,0,0,대전,대덕구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,중형,보행자,보행자,993444,1817957,127.4269261,36.35901393
2012,2012012716,45,주간,금,1,3,1,1,0,서울,은평구,차대사람,보도통행중,보도통행중,운전자법규위반,기타(운전자법규위반),단일로,기타단일로,승용차,경형,보행자,보행자,949830,1956726,126.9315805,37.60859388
2012,2012012805,5,야간,토,1,1,0,0,0,경남,하동군,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,소형,0,0,1026949,1664987,127.7952518,34.97943252
2012,2012012904,35,야간,일,1,1,0,0,0,전남,신안군,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,보행자,보행자,860408,1642866,125.9745583,34.7707548
2012,2012012507,4,주간,수,1,1,0,0,0,경북,포항시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,소형,보행자,보행자,1165449,1782988,129.3363104,36.02970524
2012,2012012511,10,주간,수,1,1,0,0,0,강원,정선군,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,단일로,교량위,화물차,소형,보행자,보행자,1124076,1917191,128.8989575,37.24533864
2012,2012012305,50,야간,월,1,1,0,0,0,충북,음성군,차량단독,도로이탈,도로이탈 추락,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,0,0,1016122,1877884,127.680956,36.89913997
2012,2012020117,55,주간,수,1,3,0,2,0,부산,강서구,차대차,측면직각충돌,측면직각충돌,운전자법규위반,안전운전 의무 불이행,단일로,횡단보도상,이륜차,중형,승합차,소형,1127944,1678014,128.9035764,35.08913664
2012,2012020207,3,주간,목,1,1,0,0,0,강원,원주시,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,보행자,보행자,1040031,1927959,127.9519852,37.34980233
2012,2012020206,15,주간,목,1,2,0,1,0,강원,삼척시,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,화물차,소형,화물차,대형,1164877,1907233,129.3565965,37.14929633
2012,2012012905,0,야간,일,2,4,1,1,0,경기,구리시,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,승용차,중형,승용차,중형,968097,1956689,127.13854,37.60907576
2012,2012113019,49,야간,금,1,1,0,0,0,서울,구로구,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,소형,승용차,소형,940649,1944604,126.828548,37.4987919
2012,2012120500,1,야간,수,1,2,1,0,0,광주,북구,차대사람,횡단중,횡단중,운전자법규위반,과속,교차로,교차로부근,승용차,중형,보행자,보행자,941491,1686575,126.8574683,35.1727534
2012,2012113018,35,야간,금,1,1,0,0,0,전남,영암군,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,보행자,보행자,927699,1646505,126.709501,34.8105606
2012,2012113023,30,야간,금,1,1,0,0,0,경남,양산시,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,소형,보행자,보행자,1149673,1711288,129.1479921,35.38775733
2012,2012120521,10,야간,수,1,1,0,0,0,전남,광양시,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,화물차,경형,원동기장치자전거,원동기장치자전거,1019623,1659691,127.7149637,34.93209709
2012,2012120519,45,야간,수,1,1,0,0,0,경기,안양시,차대사람,길가장자리구역통행중,길가장자리구역통행중,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승합차,대형,보행자,보행자,949797,1933898,126.9327656,37.40283843
2012,2012120614,30,주간,목,1,1,0,0,0,전남,구례군,차대사람,길가장자리구역통행중,길가장자리구역통행중,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,중형,보행자,보행자,996913,1690393,127.4660841,35.20888028
2012,2012120720,15,야간,금,1,1,0,0,0,전북,군산시,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,특수차,대형,922219,1775044,126.6376369,35.96906504
2012,2012120219,25,야간,일,1,1,0,0,0,부산,사하구,차대사람,횡단중,횡단중,운전자법규위반,신호위반,단일로,기타단일로,화물차,소형,보행자,보행자,1133790,1679653,128.967955,35.10315192
2012,2012010405,49,야간,수,1,1,0,0,0,서울,강남구,차대사람,기타,기타,운전자법규위반,신호위반,단일로,기타단일로,승용차,중형,보행자,보행자,960433,1943463,127.0524227,37.48956775
2012,2012011813,15,주간,수,1,2,0,1,0,경기,하남시,차대차,추돌,주정차중 추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,중형,화물차,중형,972664,1948277,127.190597,37.53340196
2012,2012041706,34,주간,화,1,2,0,1,0,경북,구미시,차대차,측면직각충돌,측면직각충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,화물차,중형,1093624,1792062,128.5403685,36.12106002
2012,2012121409,15,주간,금,1,4,1,2,0,강원,원주시,차대차,측면직각충돌,측면직각충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,대형,승용차,중형,1022576,1915933,127.7545399,37.24199013
2012,2012010218,49,야간,월,1,1,0,0,0,인천,연수구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,928584,1936289,126.6928712,37.4229956
2012,2012051420,33,야간,월,1,1,0,0,0,경북,구미시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,중형,0,0,1080720,1793483,128.4006613,36.13686001
2012,2012112100,11,야간,수,1,1,0,0,0,서울,동작구,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,0,0,953322,1942917,126.9720214,37.48431437
2012,2012112016,50,주간,화,1,3,2,0,0,충남,예산군,차대차,측면직각충돌,측면직각충돌,운전자법규위반,직진 및 우회전차의 통행방해,교차로,교차로내,화물차,소형,승용차,중형,942433,1843218,126.8564898,36.58503294
2012,2012111622,30,야간,금,1,1,0,0,0,전북,익산시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,불명,불명,보행자,보행자,949934,1778554,126.9444589,36.00291107
2012,2012111717,56,주간,토,1,1,0,0,0,경북,울진군,차대차,추돌,주정차중 추돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,이륜차,소형,승용차,대형,1169039,1887893,129.3990897,36.97431203
2012,2012111714,14,주간,토,1,1,0,0,0,경기,수원시,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,지하도로내,지하도로내,화물차,소형,화물차,대형,957741,1915244,127.0235828,37.23509471
2012,2012103005,57,야간,화,1,1,0,0,0,제주,서귀포시,차대차,측면직각충돌,측면직각충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,건설기계,건설기계,이륜차,소형,891072,1473879,126.3306588,33.25073945
2012,2012103012,50,주간,화,1,1,0,0,0,대구,달서구,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,대형,보행자,보행자,1094354,1760154,128.5446814,35.83335559
2012,2012110320,35,야간,토,1,3,2,0,0,전남,영암군,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,농기계,농기계,926383,1648802,126.6949123,34.83117791
2013,2013061804,0,야간,화,1,1,0,0,0,대구,동구,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,대형,보행자,보행자,1106357,1767254,128.6785013,35.89612813
2013,2013032701,40,야간,수,1,2,0,1,0,충북,괴산군,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,단일로,터널안,화물차,대형,화물차,대형,1041287,1869171,127.9629323,36.81983206
2013,2013122511,0,주간,수,1,2,1,0,0,부산,기장군,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,중형,승용차,중형,1158845,1706435,129.2479256,35.34089631
2013,2013010304,10,야간,목,1,1,0,0,0,충북,청주시,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,보행자,보행자,996146,1848532,127.4568904,36.63466802
2013,2013011014,20,주간,목,1,1,0,0,0,경기,수원시,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반,단일로,횡단보도상,승합차,대형,보행자,보행자,955195,1919224,126.9937882,37.26970762
2013,2013010819,30,야간,화,1,1,0,0,0,충남,당진시,차대사람,길가장자리구역통행중,길가장자리구역통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,소형,보행자,보행자,927862,1883808,126.6897813,36.94991595
2013,2013010818,20,야간,화,1,1,0,0,0,충남,부여군,차대사람,기타,기타,운전자법규위반,보행자 보호의무 위반,단일로,횡단보도상,화물차,소형,보행자,보행자,947671,1809144,126.91734,36.27816358
2013,2013011114,35,주간,금,2,3,1,0,0,경북,문경시,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,승용차,중형,화물차,대형,1069349,1854414,128.2762165,36.6851717
2013,2013011209,10,주간,토,1,1,0,0,0,경북,영주시,차대차,측면직각충돌,측면직각충돌,운전자법규위반,신호위반,교차로,교차로내,화물차,소형,승용차,중형,1098547,1869933,128.6049843,36.82246785
2013,2013011103,35,야간,금,2,2,0,0,0,경북,포항시,차량단독,도로이탈,도로이탈 추락,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,0,0,1186790,1780620,129.5724827,36.00450942
2013,2013011806,30,주간,금,1,2,0,1,0,전남,나주시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,0,0,926484,1667012,126.6944143,34.99537893
2013,2013011821,20,야간,금,1,1,0,0,0,전북,익산시,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,954312,1772892,126.9933854,35.95167413
2013,2013011407,14,주간,월,1,1,0,0,0,인천,계양구,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승합차,중형,보행자,보행자,928828,1947593,126.6947299,37.52464149
2013,2013011518,20,야간,화,1,1,0,0,0,경기,성남시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,대형,보행자,보행자,967149,1935828,127.128732,37.42101272
2013,2013011319,50,야간,일,1,1,0,0,0,충남,아산시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,954406,1879489,126.9594619,36.85552681
2013,2013011308,20,주간,일,1,1,0,0,0,충남,아산시,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,기타/불명,기타/불명,화물차,소형,0,0,958505,1879943,127.0341464,36.91692534
2013,2013012306,15,주간,수,1,1,0,0,0,경기,안산시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,횡단보도상,승용차,대형,보행자,보행자,941391,1924176,126.8385626,37.31471755
2013,2013012019,55,야간,일,1,2,1,0,0,대구,달서구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,횡단보도상,이륜차,소형,보행자,보행자,1095875,1761229,128.5616484,35.84289877
2013,2013011902,10,야간,토,1,1,0,0,0,울산,남구,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,경형,0,0,1165256,1729662,129.3236179,35.5491827
2013,2013012005,0,야간,일,1,1,0,0,0,대구,달서구,차대차,측면직각충돌,측면직각충돌,운전자법규위반,신호위반,교차로,교차로내,원동기장치자전거,원동기장치자전거,승용차,중형,1090277,1762566,128.4989097,35.85616693
2013,2013012202,19,야간,화,1,1,0,0,0,울산,북구,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,소형,0,0,1168490,1733418,129.3596008,35.58248628
2013,2013102304,47,야간,수,1,3,1,1,0,경기,화성시,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,화물차,소형,964136,1909330,127.0868879,37.15610151
2013,2013112104,50,야간,목,1,2,0,1,0,경남,창녕군,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,특수차,대형,화물차,대형,1091869,1718898,128.5124675,35.46166646
2013,2013121122,15,야간,수,1,1,0,0,0,경남,창녕군,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,화물차,대형,1091451,1719827,128.507966,35.47008027
2013,2013111300,34,야간,수,1,1,0,0,0,경남,함양군,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,화물차,대형,1018369,1738969,127.7029097,35.64671434
2013,2013120123,22,야간,일,3,3,0,0,0,경남,밀양시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,교량위,화물차,대형,보행자,보행자,1116295,1730391,128.7832548,35.56271135
2013,2013122005,14,야간,금,1,2,0,1,0,경북,청도군,차대차,추돌,주정차중 추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,소형,화물차,대형,1115640,1731444,128.7761793,35.57228016
2013,2013122420,34,야간,화,1,1,0,0,0,경북,청도군,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,경형,0,0,1114927,1735580,128.7689008,35.60964652
2013,2013032319,47,야간,토,1,2,1,0,0,대전,유성구,차대차,측면직각충돌,측면직각충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,승용차,경형,982020,1808664,127.2998187,36.27512408
2012,2012013007,18,주간,월,1,1,0,0,0,충남,태안군,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반,단일로,횡단보도상,승용차,중형,보행자,보행자,897553,1839206,126.3554052,36.54510794
2012,2012020413,30,주간,토,1,1,0,0,0,서울,양천구,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,소형,보행자,보행자,941267,1947499,126.8353078,37.52492419
2012,2012020215,40,주간,목,1,1,0,0,0,경기,고양시,차대차,추돌,주정차중 추돌,운전자법규위반,안전운전 의무 불이행,단일로,터널안,화물차,경형,화물차,소형,931940,1962861,126.7283322,37.66273616
2012,2012020711,40,주간,화,1,1,0,0,0,서울,강동구,차대차,측면직각충돌,측면직각충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,특수차,대형,원동기장치자전거,원동기장치자전거,967023,1949901,127.1271189,37.5478566
2012,2012020618,30,야간,월,1,1,0,0,0,전남,나주시,차대사람,길가장자리구역통행중,길가장자리구역통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,중형,보행자,보행자,913894,1664757,126.5667674,34.94332892
2012,2012021313,20,주간,월,1,1,0,0,0,강원,철원군,차대차,측면직각충돌,측면직각충돌,운전자법규위반,앞지르기 금지위반,교차로,교차로내,승용차,중형,원동기장치자전거,원동기장치자전거,989808,2018148,127.3814193,38.16287308
2012,2012021317,30,주간,월,1,1,0,0,0,경기,오산시,차대사람,횡단중,횡단중,운전자법규위반,신호위반,단일로,횡단보도상,건설기계,건설기계,보행자,보행자,961681,1905673,127.0684913,37.14899322
2012,2012021512,34,주간,수,2,2,0,0,0,충남,서천군,차대차,기타,기타,운전자법규위반,중앙선 침범,단일로,기타단일로,이륜차,소형,화물차,소형,929208,1786886,126.7137853,36.07633339
