id,STAR_WHITE_DWARF,STAR_CATY_VAR,STAR_BROWN_DWARF,SERENDIPITY_RED,REDDEN_STD,STAR_BHB,GALAXY,SERENDIPITY_DISTANT,QSO,SKY,STAR_RED_DWARF,ROSAT_D,STAR_PN,SERENDIPITY_FIRST,STAR_CARBON,SPECTROPHOTO_STD,STAR_SUB_DWARF,SERENDIPITY_MANUAL,SERENDIPITY_BLUE
202322,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.03,0.7,0.01,0.0,0.09,0.0,0.0,0.01,0.0,0.0,0.0,0.03
202323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202324,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202326,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.04,0.0,0.0,0.31,0.0,0.59,0.01,0.0,0.0,0.0,0.0
202327,0.01,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.3,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202329,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202330,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
202331,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202332,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.01,0.0,0.0,0.04,0.0,0.0,0.0,0.72,0.0,0.0,0.0
202333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.97,0.0,0.0
202334,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202335,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.93,0.0,0.0,0.0,0.02,0.0,0.0,0.0
202336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02
202337,0.74,0.0,0.0,0.0,0.0,0.01,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04
202338,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.05,0.1,0.0,0.0,0.07,0.0,0.03,0.0,0.0,0.0,0.0,0.71
202339,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.73,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.01
202340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202341,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202342,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.0,0.0,0.0,0.0,0.01,0.0,0.1,0.0,0.0,0.0,0.0,0.0
202343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
202344,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.92
202345,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202346,0.0,0.0,0.0,0.0,0.6,0.32,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202347,0.01,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.89,0.0,0.0,0.0,0.0
202348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.91,0.0,0.0,0.01,0.0,0.02,0.0,0.0,0.0,0.0,0.05
202350,0.0,0.0,0.01,0.08,0.0,0.0,0.13,0.0,0.5,0.0,0.09,0.14,0.0,0.04,0.01,0.0,0.0,0.0,0.0
202351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.03,0.0,0.12,0.0,0.0,0.0,0.0,0.34
202352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202353,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.12,0.0,0.13,0.0,0.0,0.0,0.0,0.0
202355,0.0,0.0,0.0,0.0,0.78,0.01,0.01,0.03,0.02,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202356,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202357,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202358,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202359,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.67,0.0,0.0,0.0
202360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,0.01
202361,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02
202362,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.0,0.0,0.02,0.0,0.04,0.0,0.0,0.0,0.0,0.02
202364,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.94,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.03
202365,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202366,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202367,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.08,0.0,0.0,0.57,0.0,0.33,0.0,0.0,0.0,0.0,0.0
202368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0
202370,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202371,0.09,0.0,0.0,0.01,0.0,0.39,0.0,0.04,0.29,0.0,0.0,0.02,0.0,0.05,0.0,0.0,0.0,0.0,0.11
202372,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.08,0.0,0.06,0.0,0.0,0.0,0.0,0.71
202374,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.14,0.0,0.0,0.03,0.0,0.06,0.0,0.0,0.0,0.0,0.71
202376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0
202378,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202379,0.0,0.0,0.0,0.0,0.84,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0
202380,0.0,0.0,0.0,0.0,0.95,0.02,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0
202381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98
202384,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.92,0.0,0.0,0.02,0.0,0.03,0.0,0.0,0.0,0.0,0.0
202385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202386,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.03,0.0,0.57,0.0,0.0,0.0,0.0,0.0
202387,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.26,0.0,0.0,0.01,0.0,0.08,0.0,0.0,0.0,0.0,0.63
202388,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202390,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.01,0.0,0.0,0.26,0.0,0.23,0.0,0.0,0.0,0.0,0.0
202391,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202392,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0
202393,0.01,0.04,0.0,0.0,0.0,0.0,0.0,0.01,0.14,0.0,0.0,0.16,0.0,0.02,0.0,0.0,0.0,0.0,0.62
202394,0.0,0.0,0.01,0.96,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202395,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.05,0.0,0.06,0.0,0.0,0.0,0.0,0.72
202396,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.99,0.0,0.0,0.0,0.0
202398,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.9,0.0,0.0,0.04,0.0,0.01,0.0,0.0,0.0,0.0,0.02
202399,0.0,0.0,0.04,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202400,0.0,0.0,0.31,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202401,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
202403,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.97,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202404,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.09,0.0,0.89,0.0,0.0,0.0,0.0,0.0
202405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,0.01
202406,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.97,0.0,0.0,0.0
202407,0.0,0.41,0.0,0.0,0.0,0.0,0.44,0.0,0.04,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.07,0.0,0.0
202408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
202409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202410,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.07,0.0,0.09,0.0,0.0,0.0,0.0,0.71
202411,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202412,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202413,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202414,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.02,0.0,0.0,0.52,0.0,0.42,0.01,0.0,0.0,0.0,0.0
202415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202416,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202418,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.03,0.0,0.0,0.0
202419,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0
202420,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.0,0.0,0.0,0.0,0.01,0.0,0.1,0.0,0.0,0.0,0.0,0.0
202421,0.0,0.0,0.0,0.0,0.91,0.04,0.0,0.0,0.01,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202422,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.91,0.0,0.0,0.03,0.0,0.05,0.0,0.0,0.0,0.0,0.0
202423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.0,0.02,0.0,0.09,0.0,0.0,0.0,0.0,0.15
202424,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.03,0.0,0.02,0.0,0.0,0.0,0.0,0.22
202425,0.0,0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.1,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.02
202426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
202427,0.02,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.14,0.0,0.0,0.11,0.0,0.01,0.71,0.0,0.0,0.0,0.0
202428,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202431,0.0,0.0,0.0,0.0,0.79,0.02,0.0,0.0,0.01,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202433,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202434,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04
202436,0.0,0.1,0.0,0.0,0.0,0.0,0.57,0.0,0.1,0.0,0.0,0.17,0.0,0.0,0.05,0.0,0.01,0.0,0.0
202437,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.03,0.0,0.1,0.0,0.0,0.0,0.0,0.82
202438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.82
202439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202440,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.91,0.0,0.0,0.0
202441,0.0,0.0,0.0,0.0,0.73,0.07,0.02,0.0,0.09,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.07,0.0,0.15,0.0,0.0,0.0,0.0,0.0
202443,0.0,0.0,0.0,0.0,0.78,0.2,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0
202444,0.02,0.0,0.0,0.0,0.54,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.34,0.0,0.0,0.0
202445,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.77,0.0,0.0,0.15,0.0,0.07,0.0,0.0,0.0,0.0,0.0
202446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202447,0.0,0.0,0.0,0.0,0.67,0.29,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202448,0.0,0.01,0.0,0.0,0.0,0.0,0.64,0.0,0.18,0.0,0.02,0.13,0.0,0.01,0.0,0.01,0.0,0.0,0.0
202449,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202451,0.0,0.0,0.0,0.0,0.84,0.14,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.46,0.0,0.0,0.08,0.0,0.1,0.0,0.0,0.0,0.0,0.34
202453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.06,0.0,0.16,0.0,0.0,0.0,0.0,0.55
202454,0.02,0.0,0.0,0.0,0.0,0.76,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0
202455,0.0,0.0,0.0,0.0,0.01,0.84,0.0,0.0,0.09,0.0,0.0,0.02,0.0,0.0,0.0,0.03,0.0,0.0,0.01
202456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.16,0.0,0.0,0.01,0.0,0.04,0.0,0.0,0.0,0.0,0.76
202458,0.21,0.0,0.0,0.0,0.16,0.05,0.0,0.0,0.5,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.05
202459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.97,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202460,0.02,0.0,0.0,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202461,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202462,0.02,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.39,0.0,0.0,0.0
202463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.98,0.0,0.0,0.0
202464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
202465,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.95
202466,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02
202467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.0,0.16,0.0,0.11,0.0,0.0,0.0,0.0,0.0
202470,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0
202471,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.0,0.0,0.0
202472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202473,0.0,0.0,0.0,0.06,0.0,0.0,0.01,0.0,0.01,0.0,0.91,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.02
202475,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202476,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.05,0.0,0.0,0.02,0.0,0.01,0.0,0.0,0.0,0.0,0.42
202478,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.02,0.0,0.0,0.94,0.0,0.0,0.0,0.0
202481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202482,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.01,0.0,0.0,0.06,0.0,0.72,0.0,0.0,0.0,0.0,0.0
202483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202484,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.01,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202485,0.0,0.0,0.37,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.94,0.0,0.0,0.0,0.0
202487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202488,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.56
202489,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
202490,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202491,0.0,0.86,0.0,0.0,0.0,0.0,0.06,0.0,0.02,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.03,0.0,0.0
202492,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.92,0.0,0.0,0.0
202493,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202494,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17
202495,0.06,0.0,0.0,0.0,0.0,0.05,0.18,0.04,0.35,0.0,0.01,0.15,0.0,0.08,0.04,0.0,0.0,0.0,0.04
